post_id,umap1,umap2,cluster,cluster_label
1snf5ij,1.873574,6.486254,4,Chemo Curls Hair Care
1snfq5b,7.9167705,3.5179243,5,Emotional Struggles Post-Treatment
1snl89n,6.0759125,6.3735743,3,Hair Loss & Regrowth Journey
50hgax,6.606776,6.8479757,1,Post-Chemo Hair Regrowth
956ddx,7.2264457,8.034446,1,Post-Chemo Hair Regrowth
9jw77e,2.668614,6.1203017,4,Chemo Curls Hair Care
acnrrr,7.019014,8.503404,1,Post-Chemo Hair Regrowth
c6uix3,4.892006,7.9136834,1,Post-Chemo Hair Regrowth
cjwdk5,7.395285,7.7830043,1,Post-Chemo Hair Regrowth
dr2jhe,8.433852,5.9677663,1,Post-Chemo Hair Regrowth
e5kjgh,10.465343,2.7582052,6,Milestones and Survivorship Updates
eipwpi,9.511891,3.9148319,1,Post-Chemo Hair Regrowth
eizw84,5.4792333,7.5741754,1,Post-Chemo Hair Regrowth
ej2lcn,6.4288497,4.9018893,3,Hair Loss & Regrowth Journey
ej7awj,6.7489448,6.60389,1,Post-Chemo Hair Regrowth
ek8uqq,5.9218516,7.3073354,1,Post-Chemo Hair Regrowth
eqa5j4,4.157357,4.957491,3,Hair Loss & Regrowth Journey
etgin8,9.879195,1.9081577,6,Milestones and Survivorship Updates
f0ns53,2.043617,6.5100317,4,Chemo Curls Hair Care
fa4p5p,5.129624,7.2410364,1,Post-Chemo Hair Regrowth
fa8aqc,10.386617,2.0397024,6,Milestones and Survivorship Updates
fadw4t,9.442708,2.396273,2,Post-Treatment Side Effects
fbjr44,8.548917,2.4605908,5,Emotional Struggles Post-Treatment
fbud6y,6.757551,8.481365,1,Post-Chemo Hair Regrowth
fcneys,5.5888405,7.288139,1,Post-Chemo Hair Regrowth
fyl4zh,8.125584,2.0979586,5,Emotional Struggles Post-Treatment
fzkfmh,6.510285,4.2183285,3,Hair Loss & Regrowth Journey
g0z5nj,9.245246,2.2637978,2,Post-Treatment Side Effects
g17kwl,8.253954,7.470592,3,Hair Loss & Regrowth Journey
g48mag,1.983285,6.638686,4,Chemo Curls Hair Care
g5c2k5,4.3585753,4.9260387,3,Hair Loss & Regrowth Journey
g6skxz,6.172531,8.164199,1,Post-Chemo Hair Regrowth
g7cuzl,6.859586,7.430507,1,Post-Chemo Hair Regrowth
g87fbn,2.7047424,5.9571614,4,Chemo Curls Hair Care
ga82v2,7.7238264,5.147851,2,Post-Treatment Side Effects
gaaskg,2.9796672,6.210823,4,Chemo Curls Hair Care
gd06ki,2.5505607,5.6959596,4,Chemo Curls Hair Care
gisuzk,5.580244,8.125617,1,Post-Chemo Hair Regrowth
gm5x0s,4.844054,7.134288,4,Chemo Curls Hair Care
gu8t0j,8.329679,2.1319792,5,Emotional Struggles Post-Treatment
gvhhjk,2.3641522,6.227439,4,Chemo Curls Hair Care
gy5bxf,7.652689,7.674732,1,Post-Chemo Hair Regrowth
gymbvr,7.032741,7.0116878,1,Post-Chemo Hair Regrowth
h7y2ou,6.998638,8.158013,1,Post-Chemo Hair Regrowth
hbuc7i,4.2560625,7.499535,1,Post-Chemo Hair Regrowth
heui8d,8.625698,7.471381,3,Hair Loss & Regrowth Journey
hhx5yr,9.88087,1.9696189,6,Milestones and Survivorship Updates
hl8t10,8.360816,7.5609217,1,Post-Chemo Hair Regrowth
hqdkx9,6.5439005,7.2178197,1,Post-Chemo Hair Regrowth
htaba8,6.049312,3.982918,3,Hair Loss & Regrowth Journey
hupc8f,3.0571334,5.568916,4,Chemo Curls Hair Care
hwkkug,7.971932,6.367495,3,Hair Loss & Regrowth Journey
hwklgy,7.959048,6.161254,3,Hair Loss & Regrowth Journey
hwsam8,2.9018815,5.9254375,4,Chemo Curls Hair Care
i50jz6,8.872099,1.9266483,6,Milestones and Survivorship Updates
i6j2cq,5.4043484,7.9408793,1,Post-Chemo Hair Regrowth
i81ymv,2.0824318,6.3969083,4,Chemo Curls Hair Care
ias2xu,3.5255966,6.2838116,4,Chemo Curls Hair Care
ihrtiz,8.065761,7.020657,1,Post-Chemo Hair Regrowth
ip5zdc,6.3355794,4.081361,3,Hair Loss & Regrowth Journey
ip64qf,8.038783,5.2649856,3,Hair Loss & Regrowth Journey
ipfgpl,10.671141,2.7622023,6,Milestones and Survivorship Updates
ir0n2d,9.273735,2.035921,6,Milestones and Survivorship Updates
ivd7zo,8.676878,2.1233585,6,Milestones and Survivorship Updates
ixmql8,6.42559,5.278135,3,Hair Loss & Regrowth Journey
iy0do0,4.7177434,7.4907703,1,Post-Chemo Hair Regrowth
izl284,5.7260523,7.6366763,1,Post-Chemo Hair Regrowth
j03riz,6.4462814,8.538041,1,Post-Chemo Hair Regrowth
j03u29,6.4462523,8.542306,1,Post-Chemo Hair Regrowth
j8retu,7.9475913,6.441486,1,Post-Chemo Hair Regrowth
jc4emc,2.7034488,6.4739285,4,Chemo Curls Hair Care
jgr6rs,2.991399,6.031783,4,Chemo Curls Hair Care
jnqlto,5.6050043,7.114425,3,Hair Loss & Regrowth Journey
jtqpxf,6.389835,8.736652,1,Post-Chemo Hair Regrowth
juzkt6,5.580432,4.870363,3,Hair Loss & Regrowth Journey
k3hmwf,3.9461877,5.833056,1,Post-Chemo Hair Regrowth
kcs99y,9.298688,5.814174,1,Post-Chemo Hair Regrowth
kjdhv3,7.2277946,7.579415,1,Post-Chemo Hair Regrowth
kpb7uq,6.720829,6.9793177,1,Post-Chemo Hair Regrowth
ku84aa,6.805859,7.631148,1,Post-Chemo Hair Regrowth
kvl2g7,9.975584,1.5248371,6,Milestones and Survivorship Updates
l3wwd3,9.379415,5.253925,2,Post-Treatment Side Effects
l4g5to,3.0848334,5.3304443,4,Chemo Curls Hair Care
l8qd9j,2.9636064,5.227749,4,Chemo Curls Hair Care
l9qnvr,2.4982333,6.244569,4,Chemo Curls Hair Care
lgkekm,4.5399494,7.704938,4,Chemo Curls Hair Care
li7mx4,7.570578,2.3318307,5,Emotional Struggles Post-Treatment
ll9nk0,6.5698695,8.805919,1,Post-Chemo Hair Regrowth
lniobw,4.0287604,7.3187237,4,Chemo Curls Hair Care
lr5e8u,10.555402,2.2619123,2,Post-Treatment Side Effects
ls81kf,9.630292,2.7327123,2,Post-Treatment Side Effects
ltiomm,7.5406547,7.787308,1,Post-Chemo Hair Regrowth
lttggt,7.046552,7.792328,1,Post-Chemo Hair Regrowth
lvranx,7.7338395,6.9706492,1,Post-Chemo Hair Regrowth
lvud5w,8.772638,2.9853847,3,Hair Loss & Regrowth Journey
lyuscf,8.407896,7.377285,3,Hair Loss & Regrowth Journey
m1sszk,4.638076,7.6827726,1,Post-Chemo Hair Regrowth
m2dzoi,8.438985,1.0826695,6,Milestones and Survivorship Updates
m3jhjz,8.327957,1.0993196,5,Emotional Struggles Post-Treatment
m5nn04,9.698678,1.5767381,6,Milestones and Survivorship Updates
maok5e,8.252693,2.0915728,5,Emotional Struggles Post-Treatment
maxwyb,7.5431566,6.7615347,1,Post-Chemo Hair Regrowth
mg0xnl,3.4412682,5.5279293,4,Chemo Curls Hair Care
mg3ami,7.74348,3.5511882,5,Emotional Struggles Post-Treatment
ml0ihl,2.673697,6.43866,4,Chemo Curls Hair Care
mltutg,7.4816422,7.4744396,1,Post-Chemo Hair Regrowth
mwh85c,5.183629,4.338208,3,Hair Loss & Regrowth Journey
n3erfz,6.581434,6.78809,1,Post-Chemo Hair Regrowth
n5j3o2,6.095239,8.275337,1,Post-Chemo Hair Regrowth
nanxc1,3.277469,5.253583,4,Chemo Curls Hair Care
nc993y,6.795395,8.589155,1,Post-Chemo Hair Regrowth
nftyl1,6.4238653,8.090055,1,Post-Chemo Hair Regrowth
ngln9g,1.8456877,6.471368,4,Chemo Curls Hair Care
nip3c9,10.118831,1.9390187,6,Milestones and Survivorship Updates
nk7oyj,6.4880934,5.2525506,3,Hair Loss & Regrowth Journey
nlsjo2,4.3334093,5.5172563,3,Hair Loss & Regrowth Journey
nm52v7,8.374441,2.605095,5,Emotional Struggles Post-Treatment
nskv49,9.835946,2.571988,2,Post-Treatment Side Effects
nt4vyo,9.681732,1.3092153,6,Milestones and Survivorship Updates
nxt9ab,10.376246,2.4632752,6,Milestones and Survivorship Updates
o54w5s,9.299256,4.906995,2,Post-Treatment Side Effects
oj6g0e,3.0789287,5.521792,4,Chemo Curls Hair Care
or9lw2,7.7327676,2.2592742,5,Emotional Struggles Post-Treatment
osmjly,8.474237,7.9093184,1,Post-Chemo Hair Regrowth
ozc41r,4.436485,7.74459,1,Post-Chemo Hair Regrowth
p3vqrz,9.292885,1.8603785,6,Milestones and Survivorship Updates
pcu7zu,7.8708506,3.621225,5,Emotional Struggles Post-Treatment
pdydsg,9.349164,5.5016475,2,Post-Treatment Side Effects
pkmbvr,9.245887,4.7336416,2,Post-Treatment Side Effects
pr00k7,2.0318809,6.891083,4,Chemo Curls Hair Care
pu5sq3,6.71093,8.216755,1,Post-Chemo Hair Regrowth
pwz1sf,9.021877,2.1882014,6,Milestones and Survivorship Updates
pz156r,8.871197,7.565768,3,Hair Loss & Regrowth Journey
q3d1a3,6.5169144,8.755169,1,Post-Chemo Hair Regrowth
q501fg,9.86933,2.6728926,6,Milestones and Survivorship Updates
q6ycag,8.694017,7.818673,3,Hair Loss & Regrowth Journey
q9p7ao,10.02256,2.3079062,6,Milestones and Survivorship Updates
qcfxwa,9.768383,1.4030175,6,Milestones and Survivorship Updates
qelk31,8.170864,1.5625162,5,Emotional Struggles Post-Treatment
qgn26k,10.17647,2.2654686,6,Milestones and Survivorship Updates
qh2xe5,4.201299,5.561943,3,Hair Loss & Regrowth Journey
qhcokp,5.7823024,6.5395274,3,Hair Loss & Regrowth Journey
qj5vgz,3.0835133,5.819435,4,Chemo Curls Hair Care
qjc4w2,9.847604,2.5865467,2,Post-Treatment Side Effects
qknzkt,6.1059313,4.2815657,3,Hair Loss & Regrowth Journey
qls70,3.721717,5.7494345,4,Chemo Curls Hair Care
qmp5cv,5.727447,7.9534206,1,Post-Chemo Hair Regrowth
qpzc8j,7.6204495,1.7700483,5,Emotional Struggles Post-Treatment
qtide2,5.979214,8.5009775,1,Post-Chemo Hair Regrowth
qu5kd9,4.036889,6.66712,3,Hair Loss & Regrowth Journey
r5c9to,7.6979227,2.0778341,5,Emotional Struggles Post-Treatment
rb7veu,9.014397,5.1301246,2,Post-Treatment Side Effects
rhchix,9.504336,3.3716676,2,Post-Treatment Side Effects
rl9lla,6.4372044,8.226568,1,Post-Chemo Hair Regrowth
rn0y4i,6.1246023,5.0726776,3,Hair Loss & Regrowth Journey
rr5i2r,9.171343,2.7861996,2,Post-Treatment Side Effects
rwsg8x,6.214396,8.161784,1,Post-Chemo Hair Regrowth
ryfsgz,6.4151607,8.699938,1,Post-Chemo Hair Regrowth
rzawv2,7.1783304,7.6077676,1,Post-Chemo Hair Regrowth
s07dc8,3.2438731,5.190528,4,Chemo Curls Hair Care
s7o3uk,7.946742,1.9665238,5,Emotional Struggles Post-Treatment
sdopew,6.1168113,5.2732596,3,Hair Loss & Regrowth Journey
seg5c6,7.0705476,5.285118,3,Hair Loss & Regrowth Journey
sfkwju,10.094536,2.6118424,2,Post-Treatment Side Effects
sifknc,6.2722673,8.692017,1,Post-Chemo Hair Regrowth
snklcv,3.118614,6.44512,4,Chemo Curls Hair Care
so32zw,7.717486,6.5628986,1,Post-Chemo Hair Regrowth
spce7i,8.301124,2.2955198,5,Emotional Struggles Post-Treatment
swc1fz,6.7191586,8.59663,1,Post-Chemo Hair Regrowth
sxm3j7,5.9549503,3.9420023,5,Emotional Struggles Post-Treatment
t3xyn2,2.7889006,6.631534,4,Chemo Curls Hair Care
ta80hz,6.445465,3.6288083,5,Emotional Struggles Post-Treatment
titux7,1.9595973,6.292262,4,Chemo Curls Hair Care
tt4dkj,3.4440575,6.0552893,4,Chemo Curls Hair Care
tz12ne,7.2403383,7.9014773,1,Post-Chemo Hair Regrowth
u4x3ar,3.4668267,6.3508763,3,Hair Loss & Regrowth Journey
u7qmh6,8.573997,7.3687334,1,Post-Chemo Hair Regrowth
u8r1k6,3.1095521,5.2608128,4,Chemo Curls Hair Care
u9164b,2.7957861,6.683375,4,Chemo Curls Hair Care
uae0du,3.3831255,6.09468,4,Chemo Curls Hair Care
uae305,3.4323788,6.0619497,4,Chemo Curls Hair Care
uchv5o,8.659516,7.8211226,2,Post-Treatment Side Effects
uhzm6w,8.329346,8.111784,1,Post-Chemo Hair Regrowth
urc8qq,6.524768,5.3361855,3,Hair Loss & Regrowth Journey
ut00kc,6.2179236,8.5920925,1,Post-Chemo Hair Regrowth
uu93fx,4.795692,4.490516,3,Hair Loss & Regrowth Journey
uvpc2i,5.7413254,4.342291,3,Hair Loss & Regrowth Journey
uw5lwv,6.390977,7.9573927,1,Post-Chemo Hair Regrowth
v2yiqv,6.9812617,7.6743956,1,Post-Chemo Hair Regrowth
v36aqf,6.3597116,4.7914777,3,Hair Loss & Regrowth Journey
v6zncf,5.702608,7.8212824,1,Post-Chemo Hair Regrowth
v7orz6,7.8101544,2.0912085,5,Emotional Struggles Post-Treatment
v80kir,3.3528352,5.572595,4,Chemo Curls Hair Care
v8c7i0,8.690711,7.9908056,1,Post-Chemo Hair Regrowth
vbvajm,6.1805844,3.906677,3,Hair Loss & Regrowth Journey
vd0rtn,1.7094549,6.7714767,4,Chemo Curls Hair Care
vljugc,6.617805,7.7130394,1,Post-Chemo Hair Regrowth
vm3ntp,8.716817,7.854848,1,Post-Chemo Hair Regrowth
vs4fjc,10.46726,2.086942,2,Post-Treatment Side Effects
vsl0hc,8.402739,4.0767694,2,Post-Treatment Side Effects
vt4hkv,4.2092185,5.8784623,3,Hair Loss & Regrowth Journey
vusqqc,9.639531,2.7463355,2,Post-Treatment Side Effects
vx2wmi,6.548367,7.206924,1,Post-Chemo Hair Regrowth
vxq2oj,6.8375435,4.683583,3,Hair Loss & Regrowth Journey
vzf6co,4.645559,4.715534,3,Hair Loss & Regrowth Journey
vzvjkj,6.648751,7.1385646,1,Post-Chemo Hair Regrowth
w0gkpq,7.4911814,3.9296372,2,Post-Treatment Side Effects
w1pe9m,8.993396,3.4788756,2,Post-Treatment Side Effects
wdm3c0,4.073166,7.316124,3,Hair Loss & Regrowth Journey
wjj2im,8.802456,7.811376,1,Post-Chemo Hair Regrowth
wjtv78,8.234104,6.2392135,2,Post-Treatment Side Effects
wkcd93,6.991515,8.1739645,1,Post-Chemo Hair Regrowth
wl63jq,4.758797,5.1918807,3,Hair Loss & Regrowth Journey
wlxnky,8.215865,5.9549465,2,Post-Treatment Side Effects
wmmqjo,8.489879,7.8733344,1,Post-Chemo Hair Regrowth
wow48d,2.4962976,5.8907156,4,Chemo Curls Hair Care
wpp740,6.7261376,8.568202,1,Post-Chemo Hair Regrowth
wrvd1o,4.0945973,6.7499824,3,Hair Loss & Regrowth Journey
wt2if5,8.54526,7.429647,1,Post-Chemo Hair Regrowth
wurj2e,2.5056837,6.1316895,4,Chemo Curls Hair Care
wxskvh,8.268132,7.672086,1,Post-Chemo Hair Regrowth
x05wek,8.452613,7.9178658,1,Post-Chemo Hair Regrowth
x17mfq,3.453704,5.081359,4,Chemo Curls Hair Care
x2kj02,5.54946,7.8687077,1,Post-Chemo Hair Regrowth
x3koqy,2.0750315,6.8633537,4,Chemo Curls Hair Care
x3oohy,5.668245,8.102174,1,Post-Chemo Hair Regrowth
x4ybsf,2.3615541,6.1169815,4,Chemo Curls Hair Care
x8r0ic,7.662287,2.044062,5,Emotional Struggles Post-Treatment
xb4og4,6.536694,8.177253,1,Post-Chemo Hair Regrowth
xee3v7,7.0822663,7.191788,1,Post-Chemo Hair Regrowth
xhxh6y,6.3849072,8.248154,1,Post-Chemo Hair Regrowth
xigzc8,7.0583243,7.7853346,1,Post-Chemo Hair Regrowth
xmhu1u,1.7685646,6.561576,4,Chemo Curls Hair Care
xmqg1g,2.2584028,6.5038342,4,Chemo Curls Hair Care
xpqboz,10.505288,2.1314404,6,Milestones and Survivorship Updates
xq7298,3.72868,5.797925,4,Chemo Curls Hair Care
y1bjwk,5.7921724,6.8127947,3,Hair Loss & Regrowth Journey
y1qzc8,4.3136716,7.4875436,3,Hair Loss & Regrowth Journey
y3upob,7.5839386,7.818362,1,Post-Chemo Hair Regrowth
y7uam2,3.619573,5.805892,4,Chemo Curls Hair Care
y81svq,4.281423,7.511806,1,Post-Chemo Hair Regrowth
yg0fwg,6.852598,8.792643,2,Post-Treatment Side Effects
ygl5cs,5.8787856,7.7603283,1,Post-Chemo Hair Regrowth
yipt3u,6.8442326,8.242848,1,Post-Chemo Hair Regrowth
yk3mr9,8.855976,4.5839415,2,Post-Treatment Side Effects
ykly4w,2.7088733,5.590643,4,Chemo Curls Hair Care
ykpbbd,8.253153,2.768911,5,Emotional Struggles Post-Treatment
yntxgc,2.6055818,6.3889413,4,Chemo Curls Hair Care
yvgie9,5.9441524,8.164384,1,Post-Chemo Hair Regrowth
yxklwg,10.43712,3.2294693,3,Hair Loss & Regrowth Journey
z1ihfd,5.353023,5.2320895,3,Hair Loss & Regrowth Journey
z5ibaq,9.080087,6.1673603,1,Post-Chemo Hair Regrowth
z6pi09,2.4378104,6.6499996,4,Chemo Curls Hair Care
z9wu6q,5.337936,6.0066195,1,Post-Chemo Hair Regrowth
zahuko,4.669792,6.4706955,3,Hair Loss & Regrowth Journey
zbvf2y,7.6502886,2.3085985,5,Emotional Struggles Post-Treatment
zerxos,3.9797795,6.832206,4,Chemo Curls Hair Care
zhjjhb,9.036894,2.288661,6,Milestones and Survivorship Updates
zl7nv8,8.499591,7.283354,1,Post-Chemo Hair Regrowth
zm6gpq,7.478986,6.6691246,2,Post-Treatment Side Effects
zmrfn0,6.416989,4.782101,3,Hair Loss & Regrowth Journey
ztf0mv,10.732083,2.8593354,6,Milestones and Survivorship Updates
ztympn,9.084557,2.50822,6,Milestones and Survivorship Updates
zvrrbe,7.239881,4.14458,1,Post-Chemo Hair Regrowth
zw6po4,4.985127,6.605377,1,Post-Chemo Hair Regrowth
zwlld5,6.2365274,6.810674,1,Post-Chemo Hair Regrowth
